parameter,output,metric,nominal_value,base_metric,perturbed_metric,relative_sensitivity
oxt_clearance,Insulin,AUC,0.644,1374.0650467631717,1374.0650467631617,-7.280908384264093e-13
milk_storage_threshold,E2,AUC,10.0,16.842271088140375,16.842271088140258,-6.961029827086189e-13
gnrh_hypo_max,Glucose,AUC,16.0,42.87980691299765,42.87980691299735,-6.959638359024026e-13
fsh_syn_scale,Insulin,AUC,4.21,1374.0650467631717,1374.0650467631622,-6.949958003161181e-13
hp_pg_iof_threshold,Insulin,AUC,1.22,1374.0650467631717,1374.0650467631622,-6.949958003161181e-13
insulin_igf_scale,Glucose,AUC,0.4,42.87980691299765,42.87980691299736,-6.793932683809169e-13
hp_e2_oxt_threshold,Insulin,AUC,0.143,1374.0650467631717,1374.065046763181,6.784482812609724e-13
hm_p4_lh_threshold,Glucose,AUC,0.0269,42.87980691299765,42.87980691299737,-6.628227008594311e-13
p4_clearance,Glucose,AUC,1.41,42.87980691299765,42.87980691299792,6.296815658164596e-13
milk_storage_threshold,Follicle,AUC,10.0,19.277313178356533,19.277313178356412,-6.26603219865908e-13
hm_p4_igf_threshold,Glucose,AUC,0.3,42.87980691299765,42.879806912997424,-5.302581606875448e-13
hp_iof_threshold,Glucose,AUC,1.82,42.87980691299765,42.87980691299743,-5.136875931660591e-13
gnrh_syn,Glucose,AUC,2.75,42.87980691299765,42.87980691299785,4.639758906016018e-13
hp_gnrh_fsh_threshold,Insulin,AUC,0.0708,1374.0650467631717,1374.065046763178,4.633305335440786e-13
fsh_clearance,Insulin,AUC,2.73,1374.0650467631717,1374.0650467631654,-4.633305335440786e-13
hp_fsh_follicle_scale,Glucose,AUC,0.562,42.87980691299765,42.87980691299746,-4.4740532308011596e-13
hp_p4_fsh_scale,Glucose,AUC,0.293,42.87980691299765,42.879806912997836,4.308347555586302e-13
hp_e2_oxt_scale,Insulin,AUC,1.59,1374.0650467631717,1374.0650467631776,4.3023549543378734e-13
hp_enz_pg_scale,Insulin,AUC,53.91,1374.0650467631717,1374.0650467631776,4.3023549543378734e-13
hp_cl_self_scale,Insulin,AUC,0.0335,1374.0650467631717,1374.0650467631663,-3.97140457323496e-13
hm_p4_lh_scale,Insulin,AUC,2.71,1374.0650467631717,1374.0650467631663,-3.97140457323496e-13
follicle_to_inhibin_scale,Glucose,AUC,1.41,42.87980691299765,42.879806912997495,-3.645524854726871e-13
hm_p4_lh_scale,Glucose,AUC,2.71,42.87980691299765,42.87980691299751,-3.3141135042971555e-13
insulin_fsh_threshold,Insulin,AUC,15.0,1374.0650467631717,1374.0650467631672,-3.309503811029133e-13
lh_basal_release,Glucose,AUC,0.0141,42.87980691299765,42.879806912997786,3.148407829082298e-13
igf_basal_release,Glucose,AUC,0.4,42.87980691299765,42.87980691299752,-2.98270215386744e-13
hp_p4_follicle_threshold,Glucose,AUC,0.126,42.87980691299765,42.87980691299752,-2.98270215386744e-13
hp_p4_follicle_threshold,Insulin,AUC,0.126,1374.0650467631717,1374.065046763168,-2.6476030488233067e-13
hm_e2_fsh_threshold,Insulin,AUC,0.312,1374.0650467631717,1374.0650467631751,2.48212785827185e-13
hp_iof_scale,Glucose,AUC,41.39,42.87980691299765,42.87980691299755,-2.319879453008009e-13
hp_cl_iof_threshold,Glucose,AUC,0.6,42.87980691299765,42.87980691299775,2.319879453008009e-13
insulin_fsh_scale,Glucose,AUC,3.0,42.87980691299765,42.87980691299775,2.319879453008009e-13
insulin_lh_scale,Glucose,AUC,1.05,42.87980691299765,42.87980691299755,-2.319879453008009e-13
oxt_clearance,Glucose,AUC,0.644,42.87980691299765,42.879806912997566,-1.9884681025782934e-13
hp_fsh_follicle_threshold,Insulin,AUC,1.497,1374.0650467631717,1374.065046763169,-1.98570228661748e-13
hp_cl_self_scale,Glucose,AUC,0.0335,42.87980691299765,42.87980691299757,-1.8227624273634356e-13
hp_pg_iof_threshold,Glucose,AUC,1.22,42.87980691299765,42.87980691299757,-1.8227624273634356e-13
hm_e2_fsh_threshold,Glucose,AUC,0.312,42.87980691299765,42.87980691299757,-1.8227624273634356e-13
fsh_syn_scale,Glucose,AUC,4.21,42.87980691299765,42.87980691299773,1.8227624273634356e-13
hp_e2_oxt_scale,Glucose,AUC,1.59,42.87980691299765,42.87980691299757,-1.8227624273634356e-13
hm_p4_2_threshold,Insulin,AUC,0.252,1374.0650467631717,1374.0650467631742,1.8202270960660233e-13
hp_pg_iof_scale,Insulin,AUC,39.68,1374.0650467631717,1374.0650467631742,1.8202270960660233e-13
milk_storage_threshold,Glucose,AUC,10.0,42.87980691299765,42.87980691299759,-1.49135107693372e-13
hp_fsh_follicle_threshold,Glucose,AUC,1.497,42.87980691299765,42.87980691299759,-1.49135107693372e-13
hp_e2_lh_scale,Insulin,AUC,0.376,1374.0650467631717,1374.0650467631738,1.4892767149631102e-13
pg_clearance,Glucose,AUC,1.23,42.87980691299765,42.879806912997594,-1.325645401718862e-13
inhibin_clearance,Glucose,AUC,0.475,42.87980691299765,42.879806912997594,-1.325645401718862e-13
hm_ih_2_threshold,Insulin,AUC,0.118,1374.0650467631717,1374.0650467631735,1.3238015244116533e-13
hm_ih_2_threshold,Glucose,AUC,0.118,42.87980691299765,42.87980691299761,-9.942340512891467e-14
insulin_fsh_threshold,Glucose,AUC,15.0,42.87980691299765,42.879806912997616,-8.285283760742889e-14
hp_enz_pg_scale,Glucose,AUC,53.91,42.87980691299765,42.87980691299762,-6.62822700859431e-14
hp_e2_lh_threshold,Glucose,AUC,0.243,42.87980691299765,42.87980691299762,-6.62822700859431e-14
hp_gnrh_fsh_scale,Glucose,AUC,1.23,42.87980691299765,42.87980691299762,-6.62822700859431e-14
insulin_lh_threshold,Glucose,AUC,16.0,42.87980691299765,42.87980691299768,6.62822700859431e-14
insulin_igf_threshold,Glucose,AUC,15.0,42.87980691299765,42.87980691299768,6.62822700859431e-14
hm_p4_1_threshold,Glucose,AUC,0.35,42.87980691299765,42.87980691299768,6.62822700859431e-14
hm_p4_2_threshold,Glucose,AUC,0.252,42.87980691299765,42.87980691299762,-6.62822700859431e-14
inhibin_clearance,Insulin,AUC,0.475,1374.0650467631717,1374.0650467631708,-6.619007622058267e-14
hp_p4_fsh_threshold,Glucose,AUC,0.152,42.87980691299765,42.87980691299767,4.9711702564457335e-14
hm_e2_fsh_scale,Glucose,AUC,0.396,42.87980691299765,42.87980691299767,4.9711702564457335e-14
hp_pg_iof_scale,Glucose,AUC,39.68,42.87980691299765,42.87980691299764,-3.314113504297155e-14
hp_gnrh_fsh_threshold,Glucose,AUC,0.0708,42.87980691299765,42.879806912997665,3.314113504297155e-14
hp_oxt_pg_threshold,Glucose,AUC,1.087,42.87980691299765,42.879806912997665,3.314113504297155e-14
hp_e2_lh_threshold,Insulin,AUC,0.243,1374.0650467631717,1374.0650467631722,3.3095038110291334e-14
hp_gnrh_fsh_scale,Insulin,AUC,1.23,1374.0650467631717,1374.0650467631722,3.3095038110291334e-14
fsh_basal_release,Glucose,AUC,0.948,42.87980691299765,42.87980691299766,1.6570567521485776e-14
hp_e2_lh_scale,Glucose,AUC,0.376,42.87980691299765,42.87980691299766,1.6570567521485776e-14
iof_clearance,Glucose,AUC,0.298,42.87980691299765,42.87980691299766,1.6570567521485776e-14
milk_storage_threshold,Insulin,AUC,10.0,1374.0650467631717,1374.065046763172,1.6547519055145667e-14
fat_glucose_transfer_threshold,Insulin,AUC,150000.0,1374.0650467631717,1374.0650467631717,0.0
fat_glucose_transfer_threshold,Follicle,AUC,150000.0,19.277313178356533,19.277313178356533,0.0
fat_glucose_transfer_threshold,E2,AUC,150000.0,16.842271088140375,16.842271088140375,0.0
fat_glucose_transfer_threshold,P4,AUC,150000.0,55.24403546337959,55.24403546337959,0.0
fat_glucose_transfer_threshold,IGF1,AUC,150000.0,29.40509795337114,29.40509795337114,0.0
hp_enz_pg_threshold,Glucose,AUC,1.43,42.87980691299765,42.87980691299765,0.0
milk_glucose_requirement,IGF1,AUC,72.0,29.40509795337114,29.40509795337114,0.0
fat_glucose_transfer_threshold,Glucose,AUC,150000.0,42.87980691299765,42.87980691299765,0.0
hm_e2_1_threshold,Glucose,AUC,0.0972,42.87980691299765,42.87980691299765,0.0
milk_glucose_requirement,Insulin,AUC,72.0,1374.0650467631717,1374.0650467631717,0.0
milk_glucose_requirement,Follicle,AUC,72.0,19.277313178356533,19.277313178356533,0.0
milk_glucose_requirement,E2,AUC,72.0,16.842271088140375,16.842271088140375,0.0
milk_glucose_requirement,P4,AUC,72.0,55.24403546337959,55.24403546337959,0.0
milk_glucose_requirement,Glucose,AUC,72.0,42.87980691299765,42.87980691299765,0.0
milk_glucose_requirement,CL,AUC,72.0,44.47711481761466,44.47711481761466,0.0
lactation_oxt_scale,IGF1,AUC,1.5,29.40509795337114,29.40509795337114,0.0
hp_e2_oxt_threshold,Glucose,AUC,0.143,42.87980691299765,42.87980691299765,0.0
fat_to_liver_max,E2,AUC,8.0,16.842271088140375,16.842271088140375,0.0
lactation_oxt_decay,P4,AUC,0.0007,55.24403546337959,55.24403546337959,0.0
lactation_oxt_decay,E2,AUC,0.0007,16.842271088140375,16.842271088140375,0.0
lactation_oxt_decay,Follicle,AUC,0.0007,19.277313178356533,19.277313178356533,0.0
lactation_oxt_decay,CL,AUC,0.0007,44.47711481761466,44.47711481761466,0.0
fat_to_liver_max,Glucose,AUC,8.0,42.87980691299765,42.87980691299765,0.0
fat_to_liver_max,Insulin,AUC,8.0,1374.0650467631717,1374.0650467631717,0.0
fat_to_liver_max,IGF1,AUC,8.0,29.40509795337114,29.40509795337114,0.0
fat_to_liver_max,P4,AUC,8.0,55.24403546337959,55.24403546337959,0.0
fat_to_liver_max,Follicle,AUC,8.0,19.277313178356533,19.277313178356533,0.0
lactation_oxt_decay,Insulin,AUC,0.0007,1374.0650467631717,1374.0650467631717,0.0
fat_to_liver_max,CL,AUC,8.0,44.47711481761466,44.47711481761466,0.0
storage_to_liver_threshold,Glucose,AUC,10.0,42.87980691299765,42.87980691299765,0.0
storage_to_liver_threshold,Insulin,AUC,10.0,1374.0650467631717,1374.0650467631717,0.0
storage_to_liver_threshold,IGF1,AUC,10.0,29.40509795337114,29.40509795337114,0.0
storage_to_liver_threshold,P4,AUC,10.0,55.24403546337959,55.24403546337959,0.0
storage_to_liver_threshold,E2,AUC,10.0,16.842271088140375,16.842271088140375,0.0
storage_to_liver_threshold,Follicle,AUC,10.0,19.277313178356533,19.277313178356533,0.0
storage_to_liver_threshold,CL,AUC,10.0,44.47711481761466,44.47711481761466,0.0
lactation_oxt_decay,IGF1,AUC,0.0007,29.40509795337114,29.40509795337114,0.0
lactation_oxt_decay,Glucose,AUC,0.0007,42.87980691299765,42.87980691299765,0.0
lactation_oxt_scale,Glucose,AUC,1.5,42.87980691299765,42.87980691299765,0.0
fat_mobilization_storage_threshold,P4,AUC,10.0,55.24403546337959,55.24403546337959,0.0
lactation_oxt_scale,Insulin,AUC,1.5,1374.0650467631717,1374.0650467631717,0.0
lactation_oxt_scale,P4,AUC,1.5,55.24403546337959,55.24403546337959,0.0
lactation_oxt_scale,E2,AUC,1.5,16.842271088140375,16.842271088140375,0.0
lactation_oxt_scale,Follicle,AUC,1.5,19.277313178356533,19.277313178356533,0.0
lactation_oxt_scale,CL,AUC,1.5,44.47711481761466,44.47711481761466,0.0
fat_mobilization_storage_threshold,Glucose,AUC,10.0,42.87980691299765,42.87980691299765,0.0
fat_mobilization_storage_threshold,Insulin,AUC,10.0,1374.0650467631717,1374.0650467631717,0.0
fat_mobilization_storage_threshold,IGF1,AUC,10.0,29.40509795337114,29.40509795337114,0.0
fat_mobilization_storage_threshold,E2,AUC,10.0,16.842271088140375,16.842271088140375,0.0
fat_mobilization_storage_threshold,CL,AUC,10.0,44.47711481761466,44.47711481761466,0.0
fat_mobilization_storage_threshold,Follicle,AUC,10.0,19.277313178356533,19.277313178356533,0.0
milk_fat_threshold,CL,AUC,10.0,44.47711481761466,44.47711481761466,0.0
milk_fat_threshold,Follicle,AUC,10.0,19.277313178356533,19.277313178356533,0.0
milk_fat_threshold,E2,AUC,10.0,16.842271088140375,16.842271088140375,0.0
milk_fat_threshold,P4,AUC,10.0,55.24403546337959,55.24403546337959,0.0
milk_fat_threshold,IGF1,AUC,10.0,29.40509795337114,29.40509795337114,0.0
milk_fat_threshold,Insulin,AUC,10.0,1374.0650467631717,1374.0650467631717,0.0
milk_fat_threshold,Glucose,AUC,10.0,42.87980691299765,42.87980691299765,0.0
fat_glucose_transfer_threshold,CL,AUC,150000.0,44.47711481761466,44.47711481761466,0.0
