biomarker,parameter,spearman_rho,abs_spearman_rho,p_value,samples
Insulin,igf_clearance,-0.0008296038878671954,0.0008296038878671954,0.9254589272751091,12721
Insulin,igf_basal_release,0.07053056181462664,0.07053056181462664,1.6643510771660524e-15,12721
Insulin,igf_lh_sensitivity_scale,-0.1451597937752769,0.1451597937752769,7.370133415896777e-61,12721
Insulin,igf_lh_sensitivity_threshold,-0.00947736563977844,0.00947736563977844,0.28513884618792595,12721
Insulin,insulin_fsh_scale,0.047734193812626745,0.047734193812626745,7.189992214228172e-08,12721
Insulin,insulin_fsh_threshold,0.0703142673159686,0.0703142673159686,2.0281364597981405e-15,12721
Insulin,insulin_lh_scale,-0.037473566933042594,0.037473566933042594,2.3618037105078013e-05,12721
Insulin,insulin_lh_threshold,0.08282701754806393,0.08282701754806393,8.202721065727113e-21,12721
Insulin,insulin_igf_scale,0.013448264540699317,0.013448264540699317,0.12933879066112614,12721
Insulin,insulin_igf_threshold,-0.048550904771592004,0.048550904771592004,4.2864732337065294e-08,12721
Insulin,feed_direct_blood_fraction,0.025395956276179264,0.025395956276179264,0.004176356609645744,12721
Insulin,fat_to_liver_max,9.331672273495535e-05,9.331672273495535e-05,0.9916032838663906,12721
Insulin,storage_to_liver_threshold,0.00852848726136956,0.00852848726136956,0.3361355275417841,12721
Insulin,storage_to_liver_max,-0.1310728709530958,0.1310728709530958,7.384111164137285e-50,12721
Insulin,milk_storage_threshold,0.008101951901820654,0.008101951901820654,0.3608622183775472,12721
Insulin,liver_to_storage_max,0.01956442011663603,0.01956442011663603,0.027340994199433814,12721
Insulin,blood_to_liver_glucose_threshold,-0.06162965648241162,0.06162965648241162,3.4764498977655405e-12,12721
Insulin,glucagon_secretion_max,0.0030357079025451557,0.0030357079025451557,0.7320824122963517,12721
Insulin,glucagon_clearance,-0.0820466744895059,0.0820466744895059,1.8869066913355765e-20,12721
Insulin,glucagon_glucose_threshold,0.054137630411365684,0.054137630411365684,9.967868394822952e-10,12721
Insulin,hepatic_glucose_release,-0.021050710433113688,0.021050710433113688,0.01758297874097881,12721
Insulin,blood_to_liver_max,0.009498487960660287,0.009498487960660287,0.28406658737560125,12721
Insulin,milk_fat_threshold,-0.028057875882343136,0.028057875882343136,0.0015514306972778953,12721
Insulin,storage_fat_threshold,-0.010552610804946292,0.010552610804946292,0.2340000856460603,12721
Insulin,insulin_glucose_threshold,-0.5843366580400341,0.5843366580400341,0.0,12721
Insulin,blood_usage_glucose_threshold,0.4131155596484905,0.4131155596484905,0.0,12721
Insulin,blood_usage_max,-0.040068519931960485,0.040068519931960485,6.166582479329125e-06,12721
Insulin,liver_usage_rate,-0.028377586242380046,0.028377586242380046,0.001369683893135237,12721
Insulin,milk_glucose_requirement,0.053311857635783055,0.053311857635783055,1.7812496357859251e-09,12721
Insulin,insulin_secretion_max,0.0037970963147866605,0.0037970963147866605,0.6684879569212754,12721
Insulin,insulin_clearance,-0.000307529935814963,0.000307529935814963,0.9723332364400677,12721
Insulin,fat_glucose_transfer_threshold,0.023483564604605964,0.023483564604605964,0.008078877683189715,12721
Glucose,gnrh_hypo_max,0.012123767128516014,0.012123767128516014,0.17152371677763245,12721
Glucose,gnrh_syn,0.006302836917907754,0.006302836917907754,0.4771971122468257,12721
Glucose,gnrh_release_scale,-0.026628897850765235,0.026628897850765235,0.002667691282536295,12721
Glucose,hm_e2_1_threshold,0.011960533377810065,0.011960533377810065,0.1773648248132286,12721
Glucose,hm_p4_1_threshold,-0.004087196943214507,0.004087196943214507,0.6448409456771458,12721
Glucose,hm_p4_2_scale,0.01169654576387831,0.01169654576387831,0.18712278280910272,12721
Glucose,hm_p4_2_threshold,-0.03943972986242452,0.03943972986242452,8.603076205932747e-06,12721
Glucose,hp_e2_1_scale,-0.05669710983888413,0.05669710983888413,1.5615287616532624e-10,12721
Glucose,hp_e2_1_threshold,-0.01780644042252295,0.01780644042252295,0.04461097982540724,12721
Glucose,gnrh_clearance,-0.04203235403165766,0.04203235403165766,2.1125301725661025e-06,12721
Glucose,fsh_syn_scale,0.0056524705564267004,0.0056524705564267004,0.5238187699674445,12721
Glucose,hm_ih_2_threshold,0.06480531590064141,0.06480531590064141,2.550980180139839e-13,12721
Glucose,hp_p4_fsh_scale,-0.023422750769804608,0.023422750769804608,0.008244379991369798,12721
Glucose,hp_p4_fsh_threshold,-0.016746900376039875,0.016746900376039875,0.05892046090878727,12721
Glucose,hm_e2_fsh_scale,-0.002298950378223327,0.002298950378223327,0.7954288357606849,12721
Glucose,hm_e2_fsh_threshold,-0.013014218080048568,0.013014218080048568,0.1421700050085463,12721
Glucose,hp_gnrh_fsh_scale,0.011462153055242782,0.011462153055242782,0.1961141506104022,12721
Glucose,hp_gnrh_fsh_threshold,0.04343453529235982,0.04343453529235982,9.549577443916653e-07,12721
Glucose,fsh_clearance,-0.02694138330811004,0.02694138330811004,0.0023744222117865177,12721
Glucose,fsh_basal_release,-0.03343069706964279,0.03343069706964279,0.00016243490941064505,12721
Glucose,hp_e2_lh_scale,0.031793537117066284,0.031793537117066284,0.0003351910956421462,12721
Glucose,hp_e2_lh_threshold,-0.02882568322460958,0.02882568322460958,0.0011478554164930032,12721
Glucose,hm_p4_lh_scale,-0.03495215812675901,0.03495215812675901,8.047513299800897e-05,12721
Glucose,hm_p4_lh_threshold,0.044228235131994635,0.044228235131994635,6.027317634193008e-07,12721
Glucose,hp_gnrh_lh_scale,-0.049245788453878704,0.049245788453878704,2.7424527903002833e-08,12721
Glucose,hp_gnrh_lh_threshold,0.059185668728448534,0.059185668728448534,2.3796785445088068e-11,12721
Glucose,lh_basal_release,-0.011060864859776042,0.011060864859776042,0.21223552159148432,12721
Glucose,lh_clearance,0.04414905265298735,0.04414905265298735,6.31269568607444e-07,12721
Glucose,hp_fsh_follicle_scale,-0.03190519391678673,0.03190519391678673,0.00031936117767623196,12721
