scenario,description,parameter,prior_median,posterior_median,prior_90_width,posterior_90_width,interval_reduction_fraction,final_epsilon,final_particles
cumulative_best_06,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH,insulin_igf_threshold,15.007110527186743,15.000063853195975,1.3490788348546818,1.353545968889021,-0.0033112475853349643,0.4246540651506182,2500
cumulative_best_06,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH,feed_direct_blood_fraction,0.07999997626633726,0.080266704692753,0.007202420746582061,0.007099445871732085,0.014297259001266105,0.4246540651506182,2500
cumulative_best_06,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH,lh_basal_release,0.01409954623203555,0.014081263752594449,0.0012659147656591558,0.0012776466216183509,-0.009267492786598774,0.4246540651506182,2500
cumulative_best_07,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4,insulin_glucose_threshold,0.49992503297664365,0.48187861248319025,0.04499020415972066,0.01696231471872711,0.6229776006681622,0.3964640491116867,2500
cumulative_best_07,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4,inhibin_clearance,0.47501419837676173,0.4878557131929868,0.042709557745251925,0.03163546625831298,0.2592883670908548,0.3964640491116867,2500
cumulative_best_07,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4,hp_p4_follicle_scale,1.1000615121832023,1.1146812104805186,0.09892970060211281,0.09466793937564488,0.04307868315106289,0.3964640491116867,2500
cumulative_best_07,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4,blood_to_liver_glucose_threshold,0.4499489017871994,0.4552634073046745,0.04042927251442624,0.03880634878413847,0.04014229367369082,0.3964640491116867,2500
cumulative_best_07,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4,gnrh_clearance,1.6301310730628726,1.6316094974148554,0.14679630219367357,0.14568325512672575,0.007582255481335842,0.3964640491116867,2500
cumulative_best_07,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4,hp_iof_threshold,1.8198467438656287,1.8174331847466565,0.16381622142398866,0.16345645996151936,0.002196128437965683,0.3964640491116867,2500
cumulative_best_07,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4,insulin_igf_threshold,15.007110527186743,14.998566051504854,1.3490788348546818,1.35015750480051,-0.0007995603503367921,0.3964640491116867,2500
cumulative_best_07,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4,feed_direct_blood_fraction,0.07999997626633726,0.080246820409426,0.007202420746582061,0.007098948183407228,0.014366359147226504,0.3964640491116867,2500
cumulative_best_07,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4,lh_basal_release,0.01409954623203555,0.01408228206513207,0.0012659147656591558,0.0012790883015044528,-0.010406337142641275,0.3964640491116867,2500
cumulative_best_08,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4 + Glucagon,insulin_glucose_threshold,0.49992503297664365,0.48274538026759933,0.04499020415972066,0.019697733766323167,0.5621772753821291,0.512256350936439,2500
cumulative_best_08,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4 + Glucagon,inhibin_clearance,0.47501419837676173,0.4871348790445955,0.042709557745251925,0.03377380897370458,0.2092212901113626,0.512256350936439,2500
cumulative_best_08,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4 + Glucagon,hp_p4_follicle_scale,1.1000615121832023,1.1143707073004532,0.09892970060211281,0.09581066661181814,0.03152778155914138,0.512256350936439,2500
cumulative_best_08,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH + P4 + Glucagon,blood_to_liver_glucose_threshold,0.4499489017871994,0.45634191293541365,0.04042927251442624,0.038481736742955686,0.04817142754116144,0.512256350936439,2500
