parameter,prior_90_width,posterior_90_width,interval_reduction_fraction,biomarkers,method,source_file,computational_cost,interpretation,posterior_median,scenario
insulin_igf_threshold,1.3490788348546818,1.353885523136258,-0.0035629409915793,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,15.01114868662386,cumulative_best_09
feed_direct_blood_fraction,0.007202420746582,0.0071157991024593,0.0120267403377918,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0802091418603212,cumulative_best_09
lh_basal_release,0.0012659147656591,0.0012737316464742,-0.0061748871465641,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0140736270544248,cumulative_best_09
insulin_glucose_threshold,0.0449902041597206,0.0197061155783321,0.5619909723375984,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4827788205758099,high_information_day_all_biomarkers
inhibin_clearance,0.0427095577452519,0.0334018585448367,0.2179301236489609,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4871698369378077,high_information_day_all_biomarkers
hp_p4_follicle_scale,0.0989297006021128,0.0952499289148636,0.037195823547965,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.114401676113675,high_information_day_all_biomarkers
blood_to_liver_glucose_threshold,0.0404292725144262,0.0384585141887628,0.0487458270479683,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4563912705846342,high_information_day_all_biomarkers
gnrh_clearance,0.1467963021936735,0.1450123190513113,0.0121527798432456,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.632126633447542,high_information_day_all_biomarkers
hp_iof_threshold,0.1638162214239886,0.1627886563437033,0.0062726698940626,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.818313640716732,high_information_day_all_biomarkers
insulin_igf_threshold,1.3490788348546818,1.353885523136258,-0.0035629409915793,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,15.01114868662386,high_information_day_all_biomarkers
feed_direct_blood_fraction,0.007202420746582,0.0071157991024593,0.0120267403377918,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0802091418603212,high_information_day_all_biomarkers
lh_basal_release,0.0012659147656591,0.0012737316464742,-0.0061748871465641,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0140736270544248,high_information_day_all_biomarkers
insulin_glucose_threshold,0.0449902041597206,0.023456537599538,0.4786301143185639,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4837181977583178,low_information_day_all_biomarkers
inhibin_clearance,0.0427095577452519,0.0322963710938067,0.2438139658002626,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.488291371977995,low_information_day_all_biomarkers
hp_p4_follicle_scale,0.0989297006021128,0.0933908479578917,0.0559877631339233,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.117015824676552,low_information_day_all_biomarkers
blood_to_liver_glucose_threshold,0.0404292725144262,0.0389265726056534,0.0371686111402714,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4557110769699464,low_information_day_all_biomarkers
gnrh_clearance,0.1467963021936735,0.1465372645923865,0.0017646057660581,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.6323012340874636,low_information_day_all_biomarkers
hp_iof_threshold,0.1638162214239886,0.1630718645827504,0.0045438530736932,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.818175400623413,low_information_day_all_biomarkers
insulin_igf_threshold,1.3490788348546818,1.3482701867342346,0.000599407610256,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,15.006469704369197,low_information_day_all_biomarkers
feed_direct_blood_fraction,0.007202420746582,0.0071312177026122,0.0098859878470217,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0802330636276049,low_information_day_all_biomarkers
lh_basal_release,0.0012659147656591,0.0012665797657164,-0.0005253118735586,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0140689647949666,low_information_day_all_biomarkers
