biomarker,day,q05,median,q95,interval_width,samples
Insulin,87,14.91424444025476,15.243409278664036,15.58117603288637,0.6669315926316095,7874
Insulin,88,14.914244440254746,15.243409278664032,15.581176032886413,0.6669315926316663,7874
Insulin,89,14.91424444025474,15.24340927866404,15.581176032886406,0.6669315926316663,7874
Insulin,90,14.914244440254745,15.24340927866404,15.58117603288641,0.6669315926316646,7874
Glucose,55,0.47495761314687684,0.47642059608758947,0.47790407056924383,0.002946457422366988,7874
Glucose,56,0.47495761314687684,0.4764205960875896,0.4779040705692439,0.0029464574223670437,7874
Glucose,57,0.4749576131468768,0.47642059608758947,0.47790407056924383,0.0029464574223670437,7874
Glucose,58,0.47495761314687684,0.4764205960875894,0.4779040705692439,0.0029464574223670437,7874
Glucose,59,0.4749576131468769,0.47642059608758947,0.47790407056924367,0.002946457422366766,7874
Glucose,60,0.4749576131468768,0.4764205960875895,0.47790407056924383,0.0029464574223670437,7874
Glucose,61,0.4749576131468768,0.4764205960875896,0.4779040705692439,0.002946457422367099,7874
Glucose,62,0.47495761314687684,0.4764205960875896,0.47790407056924394,0.002946457422367099,7874
Glucose,63,0.47495761314687684,0.47642059608758947,0.47790407056924417,0.0029464574223673212,7874
Glucose,64,0.4749576131468767,0.47642059608758947,0.47790407056924383,0.0029464574223671547,7874
Glucose,65,0.4749576131468768,0.47642059608758947,0.47790407056924383,0.0029464574223670437,7874
Glucose,66,0.47495761314687684,0.4764205960875895,0.4779040705692439,0.0029464574223670437,7874
Glucose,67,0.4749576131468768,0.47642059608758947,0.4779040705692439,0.002946457422367099,7874
Glucose,68,0.4749576131468769,0.47642059608758947,0.47790407056924394,0.0029464574223670437,7874
Glucose,69,0.4749576131468768,0.4764205960875893,0.4779040705692438,0.002946457422366988,7874
Glucose,70,0.4749576131468769,0.4764205960875894,0.4779040705692438,0.002946457422366877,7874
Glucose,71,0.4749576131468768,0.4764205960875894,0.47790407056924383,0.0029464574223670437,7874
Glucose,72,0.47495761314687684,0.4764205960875896,0.4779040705692439,0.0029464574223670437,7874
Glucose,73,0.47495761314687684,0.4764205960875894,0.47790407056924383,0.002946457422366988,7874
Glucose,74,0.4749576131468768,0.4764205960875894,0.47790407056924405,0.0029464574223672657,7874
Glucose,75,0.4749576131468768,0.4764205960875894,0.47790407056924383,0.0029464574223670437,7874
Glucose,76,0.4749576131468768,0.47642059608758947,0.47790407056924383,0.0029464574223670437,7874
Glucose,77,0.4749576131468768,0.4764205960875894,0.4779040705692439,0.002946457422367099,7874
Glucose,78,0.47495761314687673,0.47642059608758947,0.47790407056924394,0.00294645742236721,7874
Glucose,79,0.4749576131468768,0.47642059608758947,0.4779040705692439,0.002946457422367099,7874
Glucose,80,0.4749576131468768,0.4764205960875893,0.4779040705692436,0.0029464574223668216,7874
